Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated
Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,79,17h,Good,12,NA,NA,NA,05/11/2018 18:00
Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,78,17h,Good,18,NA,NA,NA,05/11/2018 18:00
Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,56,17h,Good,31,18h,Good,23,05/11/2018 18:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,17h,Good,17,18h,Good,30,05/11/2018 18:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,80,17h,Good,16,17h,Good,19,05/11/2018 18:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,18h,Good,41,NA,NA,NA,05/11/2018 19:00
Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,49,18h,Good,56,18h,Good,33,05/11/2018 19:00
Barcelona - Gr_cia,Good,2.1534,41.3987,18h,Good,57,18h,Good,44,NA,NA,NA,05/11/2018 19:00
Barcelona - Ciutadella,Good,2.1874,41.3864,18h,Good,85,18h,Good,9,NA,NA,NA,05/11/2018 19:00
Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,82,18h,Good,16,NA,NA,NA,05/11/2018 19:00
Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,56,18h,Good,33,18h,Good,22,05/11/2018 19:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,18h,Good,16,18h,Good,29,05/11/2018 19:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,83,18h,Good,16,18h,Good,19,05/11/2018 19:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,19h,Good,32,NA,NA,NA,05/11/2018 20:00
Barcelona - Eixample,Good,2.1538,41.3853,19h,Good,31,19h,Good,67,19h,Good,34,05/11/2018 20:00
Barcelona - Gr_cia,Good,2.1534,41.3987,19h,Good,53,19h,Good,42,NA,NA,NA,05/11/2018 20:00
Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,80,19h,Good,9,NA,NA,NA,05/11/2018 20:00
Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,75,19h,Good,17,NA,NA,NA,05/11/2018 20:00
Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,50,19h,Good,32,19h,Good,23,05/11/2018 20:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,19h,Good,17,19h,Good,29,05/11/2018 20:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,79,19h,Good,16,19h,Good,19,05/11/2018 20:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,20h,Good,25,NA,NA,NA,05/11/2018 21:00
Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,25,20h,Good,64,20h,Good,34,05/11/2018 21:00
Barcelona - Gr_cia,Good,2.1534,41.3987,20h,Good,32,20h,Good,56,NA,NA,NA,05/11/2018 21:00
Barcelona - Ciutadella,Good,2.1874,41.3864,20h,Good,33,20h,Good,48,NA,NA,NA,05/11/2018 21:00
Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,56,20h,Good,27,NA,NA,NA,05/11/2018 21:00
Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,39,20h,Good,32,20h,Good,23,05/11/2018 21:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,20h,Good,41,20h,Good,29,05/11/2018 21:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,71,20h,Good,14,20h,Good,19,05/11/2018 21:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,21h,Good,24,NA,NA,NA,05/11/2018 22:00
Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,22,21h,Good,59,21h,Good,33,05/11/2018 22:00
Barcelona - Gr_cia,Good,2.1534,41.3987,20h,Good,32,20h,Good,56,NA,NA,NA,05/11/2018 22:00
Barcelona - Ciutadella,Good,2.1874,41.3864,21h,Good,42,21h,Good,34,NA,NA,NA,05/11/2018 22:00
Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,56,21h,Good,21,NA,NA,NA,05/11/2018 22:00
Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,26,21h,Good,40,21h,Good,22,05/11/2018 22:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,21h,Good,33,21h,Good,29,05/11/2018 22:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,68,21h,Good,8,21h,Good,19,05/11/2018 22:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,22h,Good,24,NA,NA,NA,05/11/2018 23:00
Barcelona - Eixample,Good,2.1538,41.3853,22h,Good,25,22h,Good,54,22h,Good,32,05/11/2018 23:00
Barcelona - Gr_cia,Good,2.1534,41.3987,20h,Good,32,20h,Good,56,NA,NA,NA,05/11/2018 23:00
Barcelona - Ciutadella,Good,2.1874,41.3864,22h,Good,40,22h,Good,40,NA,NA,NA,05/11/2018 23:00
Barcelona - Vall Hebron,Good,2.148,41.4261,22h,Good,58,22h,Good,19,NA,NA,NA,05/11/2018 23:00
Barcelona - Palau Reial,Good,2.1151,41.3875,22h,Good,27,22h,Good,41,22h,Good,21,05/11/2018 23:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,22h,Good,34,22h,Good,28,05/11/2018 23:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,22h,Good,78,22h,Good,6,22h,Good,19,05/11/2018 23:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,23h,Good,18,NA,NA,NA,06/11/2018 0:00
Barcelona - Eixample,Good,2.1538,41.3853,23h,Good,39,23h,Good,56,23h,Good,31,06/11/2018 0:00
Barcelona - Gr_cia,--,2.1534,41.3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/11/2018 0:00
Barcelona - Ciutadella,Good,2.1874,41.3864,23h,Good,60,23h,Good,31,NA,NA,NA,06/11/2018 0:00
Barcelona - Vall Hebron,Good,2.148,41.4261,23h,Good,69,23h,Good,22,NA,NA,NA,06/11/2018 0:00
Barcelona - Palau Reial,Good,2.1151,41.3875,23h,Good,58,23h,Good,18,23h,Good,21,06/11/2018 0:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,23h,Good,30,23h,Good,27,06/11/2018 0:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,23h,Good,92,23h,Good,6,23h,Good,19,06/11/2018 0:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,0h,Good,15,NA,NA,NA,06/11/2018 1:00
Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,39,0h,Good,46,1h,Good,29,06/11/2018 1:00
Barcelona - Gr_cia,Good,2.1534,41.3987,0h,Good,46,0h,Good,35,NA,NA,NA,06/11/2018 1:00
Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,51,0h,Good,30,NA,NA,NA,06/11/2018 1:00
Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,53,0h,Good,30,NA,NA,NA,06/11/2018 1:00
Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,47,0h,Good,18,1h,Good,20,06/11/2018 1:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,0h,Good,31,1h,Good,26,06/11/2018 1:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,78,0h,Good,9,1h,Good,18,06/11/2018 1:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,1h,Good,15,NA,NA,NA,06/11/2018 2:00
Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,32,1h,Good,41,2h,Good,29,06/11/2018 2:00
Barcelona - Gr_cia,Good,2.1534,41.3987,1h,Good,48,1h,Good,24,NA,NA,NA,06/11/2018 2:00
Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,40,1h,Good,34,NA,NA,NA,06/11/2018 2:00
Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,34,1h,Good,38,NA,NA,NA,06/11/2018 2:00
Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,42,1h,Good,12,1h,Good,19,06/11/2018 2:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,1h,Good,20,1h,Good,25,06/11/2018 2:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,73,1h,Good,8,1h,Good,18,06/11/2018 2:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,2h,Good,18,NA,NA,NA,06/11/2018 3:00
Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,19,2h,Good,48,2h,Good,28,06/11/2018 3:00
Barcelona - Gr_cia,Good,2.1534,41.3987,2h,Good,41,2h,Good,23,NA,NA,NA,06/11/2018 3:00
Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,43,2h,Good,26,NA,NA,NA,06/11/2018 3:00
Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,26,2h,Good,36,NA,NA,NA,06/11/2018 3:00
Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,33,2h,Good,13,2h,Good,19,06/11/2018 3:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,2h,Good,20,2h,Good,25,06/11/2018 3:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,69,2h,Good,5,3h,Good,16,06/11/2018 3:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,3h,Good,18,NA,NA,NA,06/11/2018 4:00
Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,29,3h,Good,29,3h,Good,27,06/11/2018 4:00
Barcelona - Gr_cia,Good,2.1534,41.3987,3h,Good,36,3h,Good,23,NA,NA,NA,06/11/2018 4:00
Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,30,3h,Good,35,NA,NA,NA,06/11/2018 4:00
Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,22,3h,Good,40,NA,NA,NA,06/11/2018 4:00
Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,35,3h,Good,11,3h,Good,18,06/11/2018 4:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,3h,Good,28,3h,Good,24,06/11/2018 4:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,61,3h,Good,11,3h,Good,16,06/11/2018 4:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,4h,Good,26,NA,NA,NA,06/11/2018 5:00
Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,30,4h,Good,31,5h,Good,27,06/11/2018 5:00
Barcelona - Gr_cia,Good,2.1534,41.3987,4h,Good,52,4h,Good,14,NA,NA,NA,06/11/2018 5:00
Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,41,4h,Good,28,NA,NA,NA,06/11/2018 5:00
Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,33,4h,Good,40,NA,NA,NA,06/11/2018 5:00
Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,44,4h,Good,13,4h,Good,17,06/11/2018 5:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,4h,Good,18,4h,Good,23,06/11/2018 5:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,70,4h,Good,8,4h,Good,16,06/11/2018 5:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,5h,Good,20,NA,NA,NA,06/11/2018 6:00
Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,31,5h,Good,34,5h,Good,26,06/11/2018 6:00
Barcelona - Gr_cia,Good,2.1534,41.3987,5h,Good,51,5h,Good,15,NA,NA,NA,06/11/2018 6:00
Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,47,5h,Good,23,NA,NA,NA,06/11/2018 6:00
Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,42,5h,Good,28,5h,Good,14,06/11/2018 6:00
Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,44,5h,Good,16,5h,Good,16,06/11/2018 6:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,5h,Good,17,5h,Good,22,06/11/2018 6:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,71,5h,Good,6,5h,Good,15,06/11/2018 6:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,6h,Good,14,NA,NA,NA,06/11/2018 7:00
Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,34,6h,Good,29,6h,Good,25,06/11/2018 7:00
Barcelona - Gr_cia,Good,2.1534,41.3987,6h,Good,56,6h,Good,12,NA,NA,NA,06/11/2018 7:00
Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,40,6h,Good,27,NA,NA,NA,06/11/2018 7:00
Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,42,6h,Good,31,6h,Good,13,06/11/2018 7:00
Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,57,6h,Good,3,6h,Good,16,06/11/2018 7:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,6h,Good,21,6h,Good,21,06/11/2018 7:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,70,6h,Good,7,6h,Good,14,06/11/2018 7:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,7h,Good,14,NA,NA,NA,06/11/2018 8:00
Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,37,7h,Good,29,7h,Good,23,06/11/2018 8:00
Barcelona - Gr_cia,Good,2.1534,41.3987,7h,Good,52,7h,Good,15,NA,NA,NA,06/11/2018 8:00
Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,45,7h,Good,23,NA,NA,NA,06/11/2018 8:00
Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,45,7h,Good,25,8h,Good,13,06/11/2018 8:00
Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,52,7h,Good,7,7h,Good,15,06/11/2018 8:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,7h,Good,29,7h,Good,20,06/11/2018 8:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,62,7h,Good,8,7h,Good,14,06/11/2018 8:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,8h,Good,35,NA,NA,NA,06/11/2018 9:00
Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,28,8h,Good,39,8h,Good,22,06/11/2018 9:00
Barcelona - Gr_cia,Good,2.1534,41.3987,8h,Good,26,8h,Good,42,NA,NA,NA,06/11/2018 9:00
Barcelona - Ciutadella,Good,2.1874,41.3864,8h,Good,27,8h,Good,42,NA,NA,NA,06/11/2018 9:00
Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,39,8h,Good,30,8h,Good,12,06/11/2018 9:00
Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,45,8h,Good,14,8h,Good,14,06/11/2018 9:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,8h,Good,46,8h,Good,19,06/11/2018 9:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,64,8h,Good,6,8h,Good,13,06/11/2018 9:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,9h,Good,44,NA,NA,NA,06/11/2018 10:00
Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,28,8h,Good,39,9h,Good,20,06/11/2018 10:00
Barcelona - Gr_cia,Good,2.1534,41.3987,9h,Good,18,9h,Good,53,NA,NA,NA,06/11/2018 10:00
Barcelona - Ciutadella,Good,2.1874,41.3864,9h,Good,24,9h,Good,46,NA,NA,NA,06/11/2018 10:00
Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,41,9h,Good,27,9h,Good,12,06/11/2018 10:00
Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,34,9h,Good,23,9h,Good,13,06/11/2018 10:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,9h,Good,53,9h,Good,17,06/11/2018 10:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,59,9h,Good,8,9h,Good,13,06/11/2018 10:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,10h,Good,40,NA,NA,NA,06/11/2018 11:00
Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,28,8h,Good,39,10h,Good,19,06/11/2018 11:00
Barcelona - Gr_cia,Good,2.1534,41.3987,10h,Good,25,10h,Good,44,NA,NA,NA,06/11/2018 11:00
Barcelona - Ciutadella,Good,2.1874,41.3864,10h,Good,23,10h,Good,48,NA,NA,NA,06/11/2018 11:00
Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,39,10h,Good,26,10h,Good,12,06/11/2018 11:00
Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,27,10h,Good,28,10h,Good,12,06/11/2018 11:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,10h,Good,45,10h,Good,15,06/11/2018 11:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,50,10h,Good,15,10h,Good,12,06/11/2018 11:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,11h,Good,22,NA,NA,NA,06/11/2018 12:00
Barcelona - Eixample,Good,2.1538,41.3853,9h,--,NA,9h,--,NA,11h,Good,18,06/11/2018 12:00
Barcelona - Gr_cia,Good,2.1534,41.3987,11h,Good,33,11h,Good,34,NA,NA,NA,06/11/2018 12:00
Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,41,11h,Good,26,NA,NA,NA,06/11/2018 12:00
Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,44,11h,Good,21,11h,Good,12,06/11/2018 12:00
Barcelona - Palau Reial,Good,2.1151,41.3875,11h,Good,36,11h,Good,17,11h,Good,15,06/11/2018 12:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,11h,Good,31,11h,Good,13,06/11/2018 12:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,54,11h,Good,9,11h,Good,12,06/11/2018 12:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,12h,Good,18,NA,NA,NA,06/11/2018 13:00
Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,30,12h,Good,31,12h,Good,17,06/11/2018 13:00
Barcelona - Gr_cia,Good,2.1534,41.3987,12h,Good,41,12h,Good,24,NA,NA,NA,06/11/2018 13:00
Barcelona - Ciutadella,Good,2.1874,41.3864,12h,Good,39,12h,Good,28,NA,NA,NA,06/11/2018 13:00
Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,45,12h,Good,21,12h,Good,12,06/11/2018 13:00
Barcelona - Palau Reial,Good,2.1151,41.3875,12h,Good,36,12h,Good,19,12h,Good,15,06/11/2018 13:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,12h,Good,22,12h,Good,13,06/11/2018 13:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,55,12h,Good,10,12h,Good,11,06/11/2018 13:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,13h,Good,12,NA,NA,NA,06/11/2018 14:00
Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,33,13h,Good,29,13h,Good,16,06/11/2018 14:00
Barcelona - Gr_cia,Good,2.1534,41.3987,13h,Good,44,13h,Good,24,NA,NA,NA,06/11/2018 14:00
Barcelona - Ciutadella,Good,2.1874,41.3864,13h,Good,48,13h,Good,18,NA,NA,NA,06/11/2018 14:00
Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,46,13h,Good,18,13h,Good,11,06/11/2018 14:00
Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,44,13h,Good,10,14h,Good,15,06/11/2018 14:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,13h,Good,24,14h,Good,11,06/11/2018 14:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,60,13h,Good,6,13h,Good,11,06/11/2018 14:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,14h,Good,13,NA,NA,NA,06/11/2018 15:00
Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,39,14h,Good,25,14h,Good,15,06/11/2018 15:00
Barcelona - Gr_cia,Good,2.1534,41.3987,14h,Good,46,14h,Good,21,NA,NA,NA,06/11/2018 15:00
Barcelona - Ciutadella,Good,2.1874,41.3864,14h,Good,49,14h,Good,19,NA,NA,NA,06/11/2018 15:00
Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,50,14h,Good,17,14h,Good,11,06/11/2018 15:00
Barcelona - Palau Reial,Good,2.1151,41.3875,14h,Good,45,14h,Good,10,14h,Good,15,06/11/2018 15:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,14h,Good,21,14h,Good,11,06/11/2018 15:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,64,14h,Good,4,14h,Good,11,06/11/2018 15:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,15h,Good,12,NA,NA,NA,06/11/2018 16:00
Barcelona - Eixample,Good,2.1538,41.3853,15h,Good,38,15h,Good,29,15h,Good,14,06/11/2018 16:00
Barcelona - Gr_cia,Good,2.1534,41.3987,15h,Good,45,15h,Good,23,NA,NA,NA,06/11/2018 16:00
Barcelona - Ciutadella,Good,2.1874,41.3864,15h,Good,47,15h,Good,22,NA,NA,NA,06/11/2018 16:00
Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,55,15h,Good,13,15h,Good,10,06/11/2018 16:00
Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,44,15h,Good,13,15h,Good,14,06/11/2018 16:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,15h,Good,19,15h,Good,11,06/11/2018 16:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,65,15h,Good,6,15h,Good,10,06/11/2018 16:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,16h,Good,16,NA,NA,NA,06/11/2018 17:00
Barcelona - Eixample,Good,2.1538,41.3853,16h,Good,37,16h,Good,33,16h,Good,14,06/11/2018 17:00
Barcelona - Gr_cia,Good,2.1534,41.3987,16h,Good,51,16h,Good,18,NA,NA,NA,06/11/2018 17:00
Barcelona - Ciutadella,Good,2.1874,41.3864,16h,Good,49,16h,Good,23,NA,NA,NA,06/11/2018 17:00
Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,57,16h,Good,13,16h,Good,10,06/11/2018 17:00
Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,46,16h,Good,12,16h,Good,14,06/11/2018 17:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,16h,Good,20,16h,Good,10,06/11/2018 17:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,66,16h,Good,6,16h,Good,9,06/11/2018 17:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,17h,Good,18,NA,NA,NA,06/11/2018 18:00
Barcelona - Eixample,Good,2.1538,41.3853,17h,Good,34,17h,Good,35,17h,Good,13,06/11/2018 18:00
Barcelona - Gr_cia,Good,2.1534,41.3987,17h,Good,40,17h,Good,29,NA,NA,NA,06/11/2018 18:00
Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,47,17h,Good,23,NA,NA,NA,06/11/2018 18:00
Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,51,17h,Good,18,17h,Good,10,06/11/2018 18:00
Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,43,17h,Good,16,17h,Good,14,06/11/2018 18:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,17h,Good,29,17h,Good,10,06/11/2018 18:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,62,17h,Good,8,17h,Good,8,06/11/2018 18:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,18h,Good,28,NA,NA,NA,06/11/2018 19:00
Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,23,18h,Good,44,18h,Good,13,06/11/2018 19:00
Barcelona - Gr_cia,Good,2.1534,41.3987,18h,Good,34,18h,Good,33,NA,NA,NA,06/11/2018 19:00
Barcelona - Ciutadella,Good,2.1874,41.3864,18h,Good,34,18h,Good,37,NA,NA,NA,06/11/2018 19:00
Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,42,18h,Good,24,18h,Good,10,06/11/2018 19:00
Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,18,18h,Good,43,18h,Good,14,06/11/2018 19:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,18h,Good,40,18h,Good,11,06/11/2018 19:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,58,18h,Good,10,18h,Good,8,06/11/2018 19:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,19h,Good,57,NA,NA,NA,06/11/2018 20:00
Barcelona - Eixample,Good,2.1538,41.3853,19h,Good,12,19h,Good,56,19h,Good,12,06/11/2018 20:00
Barcelona - Gr_cia,Good,2.1534,41.3987,18h,Good,34,18h,Good,33,NA,NA,NA,06/11/2018 20:00
Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,19,19h,Good,52,NA,NA,NA,06/11/2018 20:00
Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,39,19h,Good,30,19h,Good,10,06/11/2018 20:00
Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,20,19h,Good,37,19h,Good,13,06/11/2018 20:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,19h,Good,49,19h,Good,10,06/11/2018 20:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,58,19h,Good,10,19h,Good,7,06/11/2018 20:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,20h,Good,46,NA,NA,NA,06/11/2018 21:00
Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,10,20h,Good,61,20h,Good,12,06/11/2018 21:00
Barcelona - Gr_cia,Good,2.1534,41.3987,18h,Good,34,18h,Good,33,NA,NA,NA,06/11/2018 21:00
Barcelona - Ciutadella,Good,2.1874,41.3864,20h,Good,17,20h,Good,55,NA,NA,NA,06/11/2018 21:00
Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,50,20h,Good,22,20h,Good,9,06/11/2018 21:00
Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,33,20h,Good,26,20h,Good,12,06/11/2018 21:00
Barcelona - Poblenou,Good,2.2045,41.4039,NA,NA,NA,20h,Good,52,20h,Good,9,06/11/2018 21:00
Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,64,20h,Good,7,20h,Good,7,06/11/2018 21:00
Barcelona - Sants,Good,2.1331,41.3788,NA,NA,NA,21h,Good,52,NA,NA,NA,06/11/2018 22:00
Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,6,21h,Good,70,21h,Good,12,06/11/2018 22:00
Barcelona - Gr_cia,--,2.1534,41.3987,19h,--,NA,19h,--,NA,NA,NA,NA,06/11/2018 22:00
Barcelona - Ciutadella,Good,2.1874,41.3864,21h,Good,4,21h,Good,70,NA,NA,NA,06/11/2018 22:00
Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,48,21h,Good,25,21h,Good,8,06/11/2018 22:00
Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,31,21h,Good,31,21h,Good,12,06/11/2018 22:00
