year_film,year_award,ceremony,category,nominee,film,win
2004,2005,62,Best Performance by an Actor in a Motion Picture - Drama,Don Cheadle,Hotel Rwanda,FALSE
2004,2005,62,Best Performance by an Actor in a Motion Picture - Drama,Johnny Depp,Finding Neverland,FALSE
2004,2005,62,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Kinsey,FALSE
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,Being Julia,TRUE
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ashley Judd,De-Lovely,FALSE
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Bridget Jones: The Edge Of Reason,FALSE
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kate Winslet,Eternal Sunshine of The Spotless Mind,FALSE
2004,2005,62,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emmy Rossum,The Phantom of the Opera,FALSE
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jamie Foxx,Ray,TRUE
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paul Giamatti,Sideways,FALSE
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline,De-Lovely,FALSE
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Spacey,Beyond the Sea,FALSE
2004,2005,62,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey,Eternal Sunshine of The Spotless Mind,FALSE
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Natalie Portman,Closer,TRUE
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cate Blanchett,The Aviator,FALSE
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laura Linney,Kinsey,FALSE
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Virginia Madsen,Sideways,FALSE
2004,2005,62,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,"Manchurian Candidate (2004), The",FALSE
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,Clive Owen,Closer,TRUE
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,Thomas Haden Church,Sideways,FALSE
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jamie Foxx,Collateral,FALSE
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,Morgan Freeman,Million Dollar Baby,FALSE
2004,2005,62,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Carradine,Kill Bill (Vol. 2),FALSE
2004,2005,62,Best Director - Motion Picture,Clint Eastwood,Million Dollar Baby,TRUE
2004,2005,62,Best Director - Motion Picture,Marc Forster,Finding Neverland,FALSE
2004,2005,62,Best Director - Motion Picture,Mike Nichols,Closer,FALSE
2004,2005,62,Best Director - Motion Picture,Martin Scorsese,The Aviator,FALSE
2004,2005,62,Best Director - Motion Picture,Alexander Payne,Sideways,FALSE
2004,2005,62,Best Screenplay - Motion Picture,"Alexander Payne, Jim Taylor",Sideways,TRUE
2004,2005,62,Best Screenplay - Motion Picture,Charlie Kaufman,Eternal Sunshine of The Spotless Mind,FALSE
2004,2005,62,Best Screenplay - Motion Picture,John Logan,The Aviator,FALSE
2004,2005,62,Best Screenplay - Motion Picture,David Magee,Finding Neverland,FALSE
2004,2005,62,Best Screenplay - Motion Picture,Patrick Marber,Closer,FALSE
2004,2005,62,Best Motion Picture - Foreign Language,The Sea Inside,"Spain, Alejandro Amenábar",TRUE
2004,2005,62,Best Motion Picture - Foreign Language,House of Flying Daggers,"China, Zhang Yimou",FALSE
2004,2005,62,Best Motion Picture - Foreign Language,A Very Long Engagement,"France, Jean-Pierre Jeunet",FALSE
2004,2005,62,Best Motion Picture - Foreign Language,The Motorcycle Diaries,"Brazil, Walter Salles",FALSE
2004,2005,62,Best Motion Picture - Foreign Language,The Chorus,"France, Christophe Barratier",FALSE
2004,2005,62,Best Original Score - Motion Picture,Howard Shore,The Aviator,TRUE
2004,2005,62,Best Original Score - Motion Picture,Hans Zimmer,Spanglish,FALSE
2004,2005,62,Best Original Score - Motion Picture,Jan A.P. Kaczmarek,Finding Neverland,FALSE
2004,2005,62,Best Original Score - Motion Picture,Rolfe Kent,Sideways,FALSE
2004,2005,62,Best Original Score - Motion Picture,Clint Eastwood,Million Dollar Baby,FALSE
2004,2005,62,Best Original Song - Motion Picture,"""Old Habits Die Hard"", Dave Stewart, Mick Jagger",Alfie (2004),TRUE
2004,2005,62,Best Original Song - Motion Picture,"""Million Voices"", Wyclef Jean, Jerry 'Wonder' Duplessis, Andrea Guerra",Hotel Rwanda,FALSE
2004,2005,62,Best Original Song - Motion Picture,"Believe, Alan Silvestri, Glen Ballard",The Polar Express,FALSE
2004,2005,62,Best Original Song - Motion Picture,"""Learn to Be Lonely"", Andrew Lloyd Webber, Charles Hart",The Phantom of the Opera,FALSE
2004,2005,62,Best Original Song - Motion Picture,"""Accidentally In Love"", Adam Duritz, Dan Vickery, David Immerglück, Matthew Malley, David Bryson",Shrek 2,FALSE
2004,2005,62,Best Television Series - Drama,Nip/Tuck,,TRUE
2004,2005,62,Best Television Series - Drama,24,,FALSE
2004,2005,62,Best Television Series - Drama,Deadwood,,FALSE
2004,2005,62,Best Television Series - Drama,"Sopranos, The",,FALSE
2004,2005,62,Best Television Series - Drama,Lost,,FALSE
2004,2005,62,Best Television Series - Musical or Comedy,Desperate Housewives,,TRUE
2004,2005,62,Best Television Series - Musical or Comedy,Entourage,,FALSE
2004,2005,62,Best Television Series - Musical or Comedy,Sex and The City,,FALSE
2004,2005,62,Best Television Series - Musical or Comedy,Will & Grace,,FALSE
2004,2005,62,Best Television Series - Musical or Comedy,Arrested Development,,FALSE
2004,2005,62,Best Television Limited Series or Motion Picture Made for Television,The Life and Death of Peter Sellers,,TRUE
2004,2005,62,Best Television Limited Series or Motion Picture Made for Television,American Family: Journey of Dreams,,FALSE
2004,2005,62,Best Television Limited Series or Motion Picture Made for Television,Iron Jawed Angels,,FALSE
2004,2005,62,Best Television Limited Series or Motion Picture Made for Television,The Lion in Winter (2004),,FALSE
2004,2005,62,Best Television Limited Series or Motion Picture Made for Television,Something The Lord Made,,FALSE
2004,2005,62,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Glenn Close,The Lion in Winter (2004),TRUE
2004,2005,62,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Julianna Margulies,"Grid, The",FALSE
2004,2005,62,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Miranda Richardson,"Lost Prince, The",FALSE
2004,2005,62,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Blythe Danner,Back When We Were Grown Ups,FALSE
2004,2005,62,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Hilary Swank,Iron Jawed Angels,FALSE
2004,2005,62,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Geoffrey Rush,The Life and Death of Peter Sellers,TRUE
2004,2005,62,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,William H. Macy,"Wool Cap, The",FALSE
2004,2005,62,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Patrick Stewart,The Lion in Winter (2004),FALSE
2004,2005,62,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mos Def,Something The Lord Made,FALSE
2004,2005,62,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jamie Foxx,Redemption: The Stan Tookie Williams Story,FALSE
2004,2005,62,Best Performance by an Actress In A Television Series - Drama,Mariska Hargitay,Law & Order: Special Victims Unit,TRUE
2004,2005,62,Best Performance by an Actress In A Television Series - Drama,Edie Falco,"Sopranos, The",FALSE
2004,2005,62,Best Performance by an Actress In A Television Series - Drama,Christine Lahti,Jack & Bobby,FALSE
2004,2005,62,Best Performance by an Actress In A Television Series - Drama,Jennifer Garner,Alias,FALSE
2004,2005,62,Best Performance by an Actress In A Television Series - Drama,Joely Richardson,Nip/Tuck,FALSE
2004,2005,62,Best Performance by an Actor In A Television Series - Drama,Ian McShane,Deadwood,TRUE
2004,2005,62,Best Performance by an Actor In A Television Series - Drama,Michael Chiklis,"Shield, The",FALSE
2004,2005,62,Best Performance by an Actor In A Television Series - Drama,Denis Leary,Rescue Me,FALSE
2004,2005,62,Best Performance by an Actor In A Television Series - Drama,Julian McMahon,Nip/Tuck,FALSE
2004,2005,62,Best Performance by an Actor In A Television Series - Drama,James Spader,Boston Legal,FALSE
2004,2005,62,Best Performance by an Actress in a Television Series - Musical or Comedy,Teri Hatcher,Desperate Housewives,TRUE
2004,2005,62,Best Performance by an Actress in a Television Series - Musical or Comedy,Marcia Cross,Desperate Housewives,FALSE
2004,2005,62,Best Performance by an Actress in a Television Series - Musical or Comedy,Felicity Huffman,Desperate Housewives,FALSE
2004,2005,62,Best Performance by an Actress in a Television Series - Musical or Comedy,Debra Messing,Will & Grace,FALSE
2004,2005,62,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker,Sex and The City,FALSE
2004,2005,62,Best Performance by an Actor in a Television Series - Musical or Comedy,Jason Bateman,Arrested Development,TRUE
2004,2005,62,Best Performance by an Actor in a Television Series - Musical or Comedy,Zach Braff,Scrubs,FALSE
2004,2005,62,Best Performance by an Actor in a Television Series - Musical or Comedy,Larry David,Curb Your Enthusiasm,FALSE
2004,2005,62,Best Performance by an Actor in a Television Series - Musical or Comedy,Matt LeBlanc,Joey,FALSE
2004,2005,62,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Shalhoub,Monk,FALSE
2004,2005,62,Best Performance by an Actor in a Television Series - Musical or Comedy,Charlie Sheen,Two and a Half Men,FALSE
2004,2005,62,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Anjelica Huston,Iron Jawed Angels,TRUE
2004,2005,62,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Drea de Matteo,"Sopranos, The",FALSE
2004,2005,62,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nicollette Sheridan,Desperate Housewives,FALSE
2004,2005,62,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Charlize Theron,The Life and Death of Peter Sellers,FALSE
2004,2005,62,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Emily Watson,The Life and Death of Peter Sellers,FALSE
2004,2005,62,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",William Shatner,Boston Legal,TRUE
2004,2005,62,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Oliver Platt,Huff,FALSE
2004,2005,62,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sean P. Hayes,Will & Grace,FALSE
2004,2005,62,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michael Imperioli,"Sopranos, The",FALSE
2004,2005,62,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeremy Piven,Entourage,FALSE
2004,2005,62,Cecil B. deMille Award,Robin Williams,,FALSE
2005,2006,63,Best Motion Picture - Drama,Brokeback Mountain,,TRUE
2005,2006,63,Best Motion Picture - Drama,Match Point,,FALSE
2005,2006,63,Best Motion Picture - Drama,"Constant Gardener, The",,FALSE
2005,2006,63,Best Motion Picture - Drama,"Good Night, and Good Luck",,FALSE
2005,2006,63,Best Motion Picture - Drama,A History of Violence,,FALSE
2005,2006,63,Best Motion Picture - Musical or Comedy,Walk The Line,,TRUE
2005,2006,63,Best Motion Picture - Musical or Comedy,Mrs. Henderson Presents,,FALSE
2005,2006,63,Best Motion Picture - Musical or Comedy,Pride & Prejudice,,FALSE
2005,2006,63,Best Motion Picture - Musical or Comedy,The Producers,,FALSE
2005,2006,63,Best Motion Picture - Musical or Comedy,"Squid and the Whale, The",,FALSE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Felicity Huffman,Transamerica,TRUE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Maria Bello,A History of Violence,FALSE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Gwyneth Paltrow,Proof,FALSE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Charlize Theron,North Country,FALSE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Drama,Ziyi Zhang,Memoirs of a Geisha,FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,Philip Seymour Hoffman,Capote,TRUE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,Heath Ledger,Brokeback Mountain,FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,David Strathairn,"Good Night, and Good Luck",FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,Cinderella Man,FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Drama,Terrence Howard,Hustle & Flow,FALSE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,Walk The Line,TRUE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench,Mrs. Henderson Presents,FALSE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Keira Knightley,Pride & Prejudice,FALSE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Laura Linney,"Squid and the Whale, The",FALSE
2005,2006,63,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sarah Jessica Parker,"Family Stone, The",FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Walk The Line,TRUE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jeff Daniels,"Squid and the Whale, The",FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Charlie and the Chocolate Factory,FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Nathan Lane,The Producers,FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cillian Murphy,Breakfast On Pluto,FALSE
2005,2006,63,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Pierce Brosnan,"Matador, The",FALSE
