gemini_query,gemini_llm_transform,gemini_gt_transform,gemini_same_data,gemini_llm_output,gemini_gt_output
how production budget changes over release years,df = df[df['Production Budget'] != 'None']; df = df.sort_values('Release Year'), df.groupby('Release Year')['Production Budget'].mean(),FALSE,"{""Title"": ""object"", ""Worldwide Gross"": ""int64"", ""Production Budget"": ""int64"", ""Release Year"": ""int64"", ""Content Rating"": ""object"", ""Running Time"": ""int64"", ""Major Genre"": ""object"", ""Creative Type"": ""object"", ""Rotten Tomatoes Rating"": ""int64"", ""IMDB Rating"": ""float64""}","{""Release Year"": ""int64"", ""Production Budget"": ""float64""}"
what was the average production budget of movies by year,df.groupby('Release Year')['Production Budget'].mean(), df.groupby('Release Year')['Production Budget'].mean(),TRUE,"{""Release Year"": ""int64"", ""Production Budget"": ""float64""}","{""Release Year"": ""int64"", ""Production Budget"": ""float64""}"
"what's the average production budget of the different rated movies, separated by creative type","df.groupby(['Creative Type', 'Content Rating'])['Production Budget'].mean()","df.groupby(['Content Rating', 'Creative Type'])['Production Budget'].mean()",FALSE,"{""Creative Type"": ""object"", ""Content Rating"": ""object"", ""Production Budget"": ""float64""}","{""Content Rating"": ""object"", ""Creative Type"": ""object"", ""Production Budget"": ""float64""}"
which genre movie makes most worldwide gross,df.groupby('Major Genre')['Worldwide Gross'].sum(),df.groupby('Major Genre')['Worldwide Gross'].sum(),TRUE,"{""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}","{""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}"
are imdb rating and rotten tomatoes rating related,,"df[['IMDB Rating','Rotten Tomatoes Rating']]",FALSE,data transforms is empty,"{""IMDB Rating"": ""float64"", ""Rotten Tomatoes Rating"": ""int64""}"
what is the worldwide gross distribution per genre,df.groupby('Major Genre').agg({'Worldwide Gross': 'sum'}),df.groupby('Major Genre')['Worldwide Gross'].mean(),FALSE,"{""Worldwide Gross"": ""int64""}","{""Major Genre"": ""object"", ""Worldwide Gross"": ""float64""}"
what's the breakdown of production budget by creative type per content rating,"df.groupby(['Content Rating', 'Creative Type'])['Production Budget'].sum()","df.groupby(['Creative Type', 'Content Rating'])['Production Budget'].mean()",FALSE,"{""Content Rating"": ""object"", ""Creative Type"": ""object"", ""Production Budget"": ""int64""}","{""Creative Type"": ""object"", ""Content Rating"": ""object"", ""Production Budget"": ""float64""}"
how does rotten tomatoes rating change as imdb rating,"df[[""Rotten Tomatoes Rating"", ""IMDB Rating""]]","df[['IMDB Rating','Rotten Tomatoes Rating']]",FALSE,"{""Rotten Tomatoes Rating"": ""int64"", ""IMDB Rating"": ""float64""}","{""IMDB Rating"": ""float64"", ""Rotten Tomatoes Rating"": ""int64""}"
what is the total worldwide gross earned by each major genre and content rating,"df.groupby(['Major Genre', 'Content Rating'])['Worldwide Gross'].sum()","df.groupby(['Major Genre', 'Content Rating'])['Worldwide Gross'].sum()",TRUE,"{""Major Genre"": ""object"", ""Content Rating"": ""object"", ""Worldwide Gross"": ""int64""}","{""Major Genre"": ""object"", ""Content Rating"": ""object"", ""Worldwide Gross"": ""int64""}"
"for each genre and rating, what is the total world-wide gross earnings","df.groupby(['Major Genre', 'Content Rating'])['Worldwide Gross'].sum()","df.groupby(['Major Genre', 'Content Rating'])['Worldwide Gross'].sum()",TRUE,"{""Major Genre"": ""object"", ""Content Rating"": ""object"", ""Worldwide Gross"": ""int64""}","{""Major Genre"": ""object"", ""Content Rating"": ""object"", ""Worldwide Gross"": ""int64""}"
how much did each type of movie earn in across the whole world,df.groupby('Major Genre')['Worldwide Gross'].sum(),df.groupby('Major Genre')['Worldwide Gross'].sum(),TRUE,"{""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}","{""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}"
how much money did movies of each genre and rating make,"df.groupby(['Content Rating', 'Major Genre'])['Worldwide Gross'].sum()","df.groupby(['Major Genre', 'Content Rating'])['Worldwide Gross'].sum()",FALSE,"{""Content Rating"": ""object"", ""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}","{""Major Genre"": ""object"", ""Content Rating"": ""object"", ""Worldwide Gross"": ""int64""}"
"what was the average budget for each content rating and creative type, as multiple column charts","df.groupby(['Content Rating', 'Creative Type'])['Production Budget'].mean().reset_index()","df.groupby(['Major Genre', 'Content Rating'])['Production Budget'].mean()",FALSE,"{""Content Rating"": ""object"", ""Creative Type"": ""object"", ""Production Budget"": ""float64""}","{""Major Genre"": ""object"", ""Content Rating"": ""object"", ""Production Budget"": ""float64""}"
what is the average production budget in each year,df.groupby('Release Year')['Production Budget'].mean(),df.groupby('Release Year')['Production Budget'].mean(),TRUE,"{""Release Year"": ""int64"", ""Production Budget"": ""float64""}","{""Release Year"": ""int64"", ""Production Budget"": ""float64""}"
compare imdb rating to rotten tomatoes rating,,"df[['IMDB Rating','Rotten Tomatoes Rating']]",FALSE,data transforms is empty,"{""IMDB Rating"": ""float64"", ""Rotten Tomatoes Rating"": ""int64""}"
which creative types have the most movies,"df.groupby('Creative Type').size().reset_index(name='count').sort_values('count', ascending=False)",df['Creative Type'].value_counts(),TRUE,"{""Creative Type"": ""object"", ""count"": ""int64""}","{""Creative Type"": ""object"", ""count"": ""int64""}"
"on average, how much was earned by movies of each genre",df.groupby('Major Genre')['Worldwide Gross'].mean(),df.groupby('Major Genre')['Worldwide Gross'].mean(),TRUE,"{""Major Genre"": ""object"", ""Worldwide Gross"": ""float64""}","{""Major Genre"": ""object"", ""Worldwide Gross"": ""float64""}"
how many movies are of each length,df['Running Time'].value_counts(), df['Running Time'],FALSE,"{""Running Time"": ""int64"", ""count"": ""int64""}","{""index"": ""int64"", ""Running Time"": ""int64""}"
help me see outliers in imdb and rotten tomatoes ratings,df['Normalized IMDB Rating'] = df['IMDB Rating']/df['IMDB Rating'].max(); df['Normalized Rotten Tomatoes Rating'] = df['Rotten Tomatoes Rating']/df['Rotten Tomatoes Rating'].max(),"df[[""IMDB Rating"", ""Rotten Tomatoes Rating""]]",FALSE,Error running code,"{""IMDB Rating"": ""float64"", ""Rotten Tomatoes Rating"": ""int64""}"
what was the average worldwide gross of movies by genre,df.groupby('Major Genre')['Worldwide Gross'].mean(),df.groupby('Major Genre')['Worldwide Gross'].mean(),TRUE,"{""Major Genre"": ""object"", ""Worldwide Gross"": ""float64""}","{""Major Genre"": ""object"", ""Worldwide Gross"": ""float64""}"
how much did major genres gross in total,df.groupby('Major Genre')['Worldwide Gross'].sum(); df['Worldwide Gross'].sum(),df.groupby('Major Genre')['Worldwide Gross'].sum(),FALSE,1.17E+11,"{""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}"
gross across genres regarding content rating,,"df.groupby(['Major Genre', 'Content Rating'])['Worldwide Gross'].sum()",FALSE,data transforms is empty,"{""Major Genre"": ""object"", ""Content Rating"": ""object"", ""Worldwide Gross"": ""int64""}"
what's the distribution of running times by movie,,df['Running Time'],FALSE,data transforms is empty,"{""index"": ""int64"", ""Running Time"": ""int64""}"
how many movies are there in 20 minute bins of running time,"df['Binned Running Time'] = pd.cut(df['Running Time'], bins=range(0, 120, 20), right=False, labels=range(0, 6)); df.groupby('Binned Running Time').size()","bins = range(0, int(df['Running Time'].max()) + 20, 20); movies_in_bins = df['Running Time'].value_counts(bins=bins)",FALSE,Error running code,"{""Running Time"": ""interval"", ""count"": ""int64""}"
how many movies are there for each creative type,df.groupby('Creative Type').size().to_frame('count').reset_index(), df['Creative Type'].value_counts(),TRUE,"{""Creative Type"": ""object"", ""count"": ""int64""}","{""Creative Type"": ""object"", ""count"": ""int64""}"
show me the variation in the amount ordered by different entities in different orders,"df = df.groupby(['Entity', 'Order'])['Amount'].sum()",,FALSE,Error running code,data transforms is empty
worldwide gross for each genre for each year 1995 to now,df = df[df['Release Year'] >= 1995],"df[df['Release Year'] >= 1995].groupby(['Major Genre', 'Release Year'])['Worldwide Gross'].sum()",FALSE,"{""Title"": ""object"", ""Worldwide Gross"": ""int64"", ""Production Budget"": ""int64"", ""Release Year"": ""int64"", ""Content Rating"": ""object"", ""Running Time"": ""int64"", ""Major Genre"": ""object"", ""Creative Type"": ""object"", ""Rotten Tomatoes Rating"": ""int64"", ""IMDB Rating"": ""float64""}","{""Major Genre"": ""object"", ""Release Year"": ""int64"", ""Worldwide Gross"": ""int64""}"
"cumulative gross for each content rating, by major genre","df.groupby(['Content Rating', 'Major Genre'])['Worldwide Gross'].sum()","df.groupby(['Content Rating', 'Major Genre'])['Worldwide Gross'].cumsum()",FALSE,"{""Content Rating"": ""object"", ""Major Genre"": ""object"", ""Worldwide Gross"": ""int64""}","{""index"": ""int64"", ""Worldwide Gross"": ""int64""}"
relation between worldwide gross and production budget for each major genre,"df = df.groupby('Major Genre').agg({'Worldwide Gross': 'sum', 'Production Budget':'sum'})","df[['Worldwide Gross', 'Production Budget', ""Major Genre""]]",FALSE,"{""Worldwide Gross"": ""int64"", ""Production Budget"": ""int64""}","{""Worldwide Gross"": ""int64"", ""Production Budget"": ""int64"", ""Major Genre"": ""object""}"
which position has the highest average of playing time,df.groupby('Pos')['MPG'].mean(),"df.groupby(""Pos"")[""MPG""].mean()",TRUE,"{""Pos"": ""object"", ""MPG"": ""float64""}","{""Pos"": ""object"", ""MPG"": ""float64""}"
name movies released in 2017,df[df['release_year'] == 2017]['title'],df[df['release_year'] == 2017]['title'],TRUE,"{""index"": ""int64"", ""title"": ""object""}","{""index"": ""int64"", ""title"": ""object""}"
is the normal distribuition satisfied by the length of the movies,"df['duration'] = pd.to_numeric(df['duration'].str.replace(' min', ''))",df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); distribution = df['duration_numeric'],FALSE,Error running code,"{""index"": ""int64"", ""duration_numeric"": ""int64""}"
sort the movies by length,"df.sort_values('duration', inplace=True)",df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df[df['type'] == 'Movie'].sort_values(by='duration_numeric'),FALSE,,"{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""object"", ""listed_in"": ""object"", ""description"": ""object"", ""duration_numeric"": ""int64""}"
how long is the run time of average r-rated movies,"df = df[df['rating'] == 'R']; df['duration'] = pd.to_numeric(df['duration'].str.slice(0, -3))",df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df[df['rating'] == 'R']['duration_numeric'].mean(),FALSE,Error running code,105.7440945
give me the numbers of movies that were released in 2017,df = df[df['type'] == 'Movie']; df = df[df['release_year'] == 2017]; count = df['show_id'].count(),"df[""release_year""].value_counts()",FALSE,682,"{""release_year"": ""int64"", ""count"": ""int64""}"
is there an average run time for movies,"df = df[df['type'] == 'Movie']; df['duration'] = pd.to_numeric(df['duration'], errors='coerce'); df['duration'] = df['duration'].astype('float'); df.groupby('duration').size().reset_index(name='count')",df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df['duration_numeric'],FALSE,"{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""float64"", ""listed_in"": ""object"", ""description"": ""object""}","{""index"": ""int64"", ""duration_numeric"": ""int64""}"
is the running time of movies recently longer than it used to be,"df['release_year_group'] = pd.cut(df['release_year'], [1990, 2000, 2010, 2015, 2020])",df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df.groupby('release_year')['duration_numeric'].mean(),FALSE,Error running code,"{""release_year"": ""int64"", ""duration_numeric"": ""float64""}"
do movie tags and duration have a connection,"df = df[['duration', 'listed_in']]",df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df.groupby('listed_in')['duration_numeric'].mean(),FALSE,"{""duration"": ""object"", ""listed_in"": ""object""}","{""listed_in"": ""object"", ""duration_numeric"": ""float64""}"
determine if the running time of movies has increased in recent years,"df['release_year'] = pd.to_datetime(df['release_year'], format='%Y'); df['decade'] = (df['release_year'].dt.year // 10) * 10; df_recent_years = df[df['release_year'] > df['release_year'].mean()]; df_older_years = df[df['release_year'] <= df['release_year'].mean()]; recent_years_avg_runtime = df_recent_years.groupby('decade')['duration'].mean(); older_years_avg_runtime = df_older_years.groupby('decade')['duration'].mean()","df['duration_numeric'] = df['duration'].str.extract('(\d+)').astype(int); df.groupby(""release_year"")[""duration_numeric""].mean()",FALSE,Error running code,"{""release_year"": ""int64"", ""duration_numeric"": ""float64""}"
show me the dates that netflix released movies,df = df[df['type'] == 'Movie'], df[df['type'] == 'Movie']['date_added'].value_counts(),FALSE,"{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""object"", ""listed_in"": ""object"", ""description"": ""object""}","{""date_added"": ""object"", ""count"": ""int64""}"
does any movies not have a description,df[df['description'].isnull()],df[df['description'].isnull()],TRUE,"{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""object"", ""listed_in"": ""object"", ""description"": ""object""}","{""show_id"": ""int64"", ""type"": ""object"", ""title"": ""object"", ""director"": ""object"", ""cast"": ""object"", ""country"": ""object"", ""date_added"": ""object"", ""release_year"": ""int64"", ""rating"": ""object"", ""duration"": ""object"", ""listed_in"": ""object"", ""description"": ""object""}"
